State,Crop,Soil_Type,Temperature,Humidity,Rainfall,Soil_Moisture,Water_Required
UttarPradesh,Rice,Peaty,34.04,72.86,66.14,25.94,23.64
Telangana,Sugarcane,Sandy,20.06,80.24,83.25,21.83,21.98
UttarPradesh,Cotton,Clay,29.47,75.19,6.25,33.93,14.68
Punjab,Maize,Peaty,22.16,80.64,51.67,31.99,17.42
MadhyaPradesh,Maize,Clay,35.06,43.97,52.81,22.24,23.35
TamilNadu,Pulses,Clay,30.09,39.81,7.96,30.62,15.7
TamilNadu,Pulses,Silty,26.53,44.33,14.63,36.2,14.18
TamilNadu,Rice,Loamy,27.29,48.83,65.83,14.8,23.81
Karnataka,Wheat,Peaty,29.08,57.4,7.11,55.56,10.32
Punjab,Maize,Clay,36.59,70.43,29.64,15.63,22.82
Maharashtra,Rice,Loamy,29.83,86.31,76.84,18.94,24.85
Maharashtra,Pulses,Loamy,23.22,68.37,68.19,14.8,22.83
UttarPradesh,Wheat,Silty,22.23,78.33,83.46,36.21,19.77
Gujarat,Pulses,Peaty,30.29,78.46,48.4,29.54,20.02
Gujarat,Sugarcane,Sandy,28.69,65.32,85.61,56.13,17.94
Rajasthan,Rice,Sandy,36.18,40.09,53.38,33.9,21.41
Karnataka,Wheat,Clay,21.17,73.24,63.46,38.46,17.0
AndhraPradesh,Pulses,Loamy,38.49,38.14,58.29,10.76,27.22
MadhyaPradesh,Cotton,Silty,32.51,75.82,45.46,38.51,18.6
UttarPradesh,Sugarcane,Sandy,27.64,33.57,90.87,34.06,22.57
Maharashtra,Maize,Silty,27.05,60.68,63.05,11.27,24.17
MadhyaPradesh,Cotton,Loamy,31.66,60.89,68.62,36.31,21.1
TamilNadu,Sugarcane,Sandy,30.21,54.63,32.42,54.14,13.48
Gujarat,Pulses,Peaty,29.38,40.31,89.37,34.65,22.82
Rajasthan,Maize,Peaty,26.58,82.66,34.91,17.57,19.95
Rajasthan,Maize,Clay,38.25,52.09,63.54,27.51,24.33
UttarPradesh,Pulses,Clay,23.58,38.76,27.61,44.43,12.95
Punjab,Cotton,Silty,36.74,39.97,97.27,55.34,21.68
Telangana,Cotton,Silty,32.57,45.11,50.22,16.44,23.51
Gujarat,Cotton,Clay,24.48,78.91,98.59,59.8,17.24
Rajasthan,Cotton,Silty,27.03,81.61,46.58,58.27,13.11
Maharashtra,Pulses,Sandy,36.51,51.26,60.4,21.49,24.7
Haryana,Rice,Clay,36.58,59.46,79.26,18.03,27.29
Rajasthan,Groundnut,Loamy,26.39,38.73,69.48,35.44,19.78
UttarPradesh,Rice,Sandy,22.91,76.85,99.91,34.99,21.87
Gujarat,Groundnut,Peaty,20.99,33.85,7.45,49.91,9.06
Bihar,Cotton,Peaty,36.4,53.01,68.05,22.17,25.29
TamilNadu,Wheat,Loamy,22.6,42.76,96.35,40.27,20.36
Gujarat,Maize,Clay,32.81,66.61,57.26,37.68,20.03
UttarPradesh,Cotton,Sandy,33.77,32.8,72.86,50.76,19.27
Maharashtra,Wheat,Sandy,26.97,48.21,37.64,28.99,18.06
Gujarat,Maize,Sandy,21.39,83.13,45.18,12.99,20.34
Rajasthan,Sugarcane,Sandy,23.66,54.73,61.41,30.41,19.16
Rajasthan,Maize,Sandy,36.53,76.19,31.35,59.11,14.27
Bihar,Maize,Clay,39.1,68.93,59.13,45.46,20.55
UttarPradesh,Sugarcane,Silty,31.37,89.68,48.62,16.18,23.04
UttarPradesh,Maize,Clay,24.41,68.37,47.44,53.71,13.32
Gujarat,Cotton,Sandy,37.66,72.78,37.0,56.58,15.68
Telangana,Maize,Peaty,31.57,30.93,56.77,10.14,25.12
TamilNadu,Cotton,Loamy,21.26,58.11,75.1,53.28,15.23
Maharashtra,Pulses,Sandy,22.15,67.34,46.44,49.47,13.39
AndhraPradesh,Rice,Peaty,25.69,38.13,76.69,52.24,16.93
UttarPradesh,Cotton,Peaty,20.57,87.87,51.24,25.6,18.18
Telangana,Groundnut,Peaty,26.27,68.39,16.42,30.68,15.39
Haryana,Wheat,Peaty,22.09,87.34,63.1,24.24,20.09
MadhyaPradesh,Pulses,Silty,34.46,50.77,38.88,20.28,22.17
Telangana,Wheat,Sandy,22.66,32.7,59.32,26.35,19.46
UttarPradesh,Sugarcane,Silty,20.48,72.33,12.08,33.05,12.74
Haryana,Groundnut,Clay,35.46,61.81,92.1,19.46,27.96
Karnataka,Sugarcane,Peaty,30.22,83.48,71.55,55.02,17.22
Telangana,Groundnut,Clay,28.92,48.45,28.1,49.69,13.55
UttarPradesh,Cotton,Loamy,26.05,31.1,93.3,35.98,21.95
TamilNadu,Sugarcane,Silty,37.57,50.56,85.94,59.62,19.94
Gujarat,Sugarcane,Sandy,31.02,57.82,36.82,55.73,13.84
Bihar,Sugarcane,Peaty,24.38,59.79,40.07,33.88,16.55
Karnataka,Groundnut,Silty,23.98,66.25,70.28,17.19,22.78
Maharashtra,Rice,Clay,20.6,77.0,7.28,26.21,13.67
MadhyaPradesh,Rice,Sandy,28.12,45.69,69.24,47.84,17.79
Gujarat,Wheat,Clay,25.07,74.08,45.9,16.87,20.74
Punjab,Cotton,Peaty,24.97,48.38,88.21,42.76,19.76
UttarPradesh,Pulses,Clay,29.58,67.91,37.91,11.29,22.41
AndhraPradesh,Maize,Sandy,34.72,81.7,77.32,36.29,22.89
UttarPradesh,Cotton,Loamy,20.05,41.01,70.02,27.02,19.61
UttarPradesh,Pulses,Clay,33.13,49.41,57.52,57.2,16.25
Gujarat,Wheat,Sandy,31.21,66.12,58.86,58.3,15.59
Karnataka,Sugarcane,Peaty,21.8,53.8,86.53,20.95,23.0
Maharashtra,Groundnut,Silty,25.11,60.51,50.44,55.72,13.43
Punjab,Groundnut,Silty,28.38,65.82,79.83,34.77,21.54
Karnataka,Rice,Loamy,27.63,76.54,50.49,44.14,16.51
Karnataka,Pulses,Loamy,22.04,60.64,48.11,43.68,14.69
Rajasthan,Maize,Clay,31.03,80.34,47.18,35.56,18.91
Maharashtra,Cotton,Clay,32.7,47.65,75.12,56.18,18.09
Maharashtra,Maize,Silty,26.67,74.65,37.96,27.3,18.34
Haryana,Sugarcane,Loamy,21.38,67.02,29.69,14.88,18.41
UttarPradesh,Cotton,Clay,22.24,59.31,25.43,17.78,17.66
Haryana,Pulses,Loamy,23.29,32.48,75.24,56.83,15.14
Gujarat,Pulses,Sandy,29.76,31.74,84.56,59.8,17.42
UttarPradesh,Groundnut,Loamy,36.04,42.15,21.73,26.31,19.72
Maharashtra,Pulses,Loamy,29.51,71.52,9.08,49.29,11.9
TamilNadu,Cotton,Silty,33.25,67.33,88.47,37.35,23.35
Telangana,Pulses,Loamy,21.97,37.15,23.92,11.88,18.61
Maharashtra,Wheat,Loamy,37.04,32.0,34.11,22.52,22.02
UttarPradesh,Cotton,Loamy,31.79,72.05,47.52,44.08,17.47
Gujarat,Wheat,Loamy,38.54,66.91,73.37,35.47,23.8
Bihar,Wheat,Sandy,22.17,71.89,50.85,16.05,20.53
TamilNadu,Groundnut,Silty,34.36,36.57,28.1,38.94,17.33
Karnataka,Cotton,Clay,31.29,37.2,71.55,40.74,20.39
Maharashtra,Rice,Sandy,38.96,38.9,36.75,50.1,17.34
Maharashtra,Pulses,Peaty,31.28,64.39,43.17,35.08,18.69
Karnataka,Wheat,Loamy,27.8,87.63,56.42,17.21,22.54
Gujarat,Groundnut,Silty,33.77,62.6,33.37,39.86,17.5
Haryana,Maize,Clay,20.61,30.96,67.19,58.29,13.24
MadhyaPradesh,Pulses,Silty,22.81,41.2,87.25,26.27,22.31
Gujarat,Wheat,Loamy,30.15,50.81,76.92,27.74,23.19
Gujarat,Cotton,Peaty,24.8,34.75,34.89,12.65,20.4
AndhraPradesh,Groundnut,Peaty,38.17,84.02,26.35,55.95,14.9
Karnataka,Wheat,Peaty,25.45,47.57,54.68,56.94,13.71
MadhyaPradesh,Rice,Loamy,22.9,39.85,84.15,14.42,24.4
AndhraPradesh,Sugarcane,Clay,35.62,56.08,83.07,43.73,22.25
Maharashtra,Cotton,Clay,24.63,47.18,83.15,45.13,18.68
TamilNadu,Pulses,Silty,24.15,89.79,47.88,18.71,20.29
AndhraPradesh,Cotton,Peaty,21.07,60.23,10.97,46.54,10.11
Haryana,Cotton,Peaty,28.22,75.92,69.15,14.68,24.45
Punjab,Rice,Peaty,37.4,53.89,91.87,21.49,28.11
TamilNadu,Sugarcane,Clay,28.71,67.32,23.55,16.9,19.59
Maharashtra,Groundnut,Clay,23.53,33.05,65.11,49.7,15.63
Gujarat,Pulses,Silty,27.63,32.8,7.8,43.0,12.47
Telangana,Cotton,Peaty,25.2,32.16,6.08,39.3,12.31
Bihar,Wheat,Peaty,38.67,69.93,68.32,44.66,21.5
Punjab,Cotton,Silty,30.94,75.37,38.22,15.23,22.06
Punjab,Pulses,Clay,28.61,68.56,82.68,12.05,26.44
Karnataka,Wheat,Loamy,38.28,45.19,52.98,52.29,18.32
Bihar,Cotton,Sandy,27.12,39.13,59.72,18.64,22.38
Telangana,Maize,Loamy,23.19,59.02,34.54,26.8,17.05
Bihar,Pulses,Loamy,25.77,53.39,38.61,48.84,13.82
UttarPradesh,Wheat,Sandy,30.03,81.52,69.84,31.79,21.64
Haryana,Cotton,Sandy,34.2,51.93,71.98,54.01,18.66
AndhraPradesh,Sugarcane,Peaty,27.22,88.59,45.08,48.33,15.01
Maharashtra,Groundnut,Clay,27.66,35.21,46.52,25.35,19.88
TamilNadu,Groundnut,Clay,30.01,53.84,66.76,36.62,20.36
TamilNadu,Maize,Silty,36.12,34.85,69.92,45.35,20.76
Maharashtra,Wheat,Sandy,21.7,60.73,47.05,29.96,17.22
Punjab,Cotton,Sandy,22.76,61.62,90.84,48.36,18.24
Haryana,Groundnut,Sandy,30.19,35.6,15.9,37.96,15.05
Haryana,Cotton,Clay,25.48,31.52,50.71,49.28,14.86
Telangana,Sugarcane,Peaty,34.09,35.41,21.39,36.95,16.98
Telangana,Pulses,Sandy,24.12,46.97,44.25,32.87,17.09
Rajasthan,Sugarcane,Loamy,38.58,74.62,92.74,40.19,24.81
Bihar,Pulses,Clay,34.65,50.33,82.8,30.31,24.61
Rajasthan,Cotton,Clay,33.28,51.48,97.23,19.88,27.73
AndhraPradesh,Cotton,Sandy,32.31,40.7,28.51,40.44,16.46
Rajasthan,Wheat,Sandy,26.95,52.05,27.49,50.84,12.67
Telangana,Rice,Loamy,22.46,86.69,70.5,26.84,20.42
Maharashtra,Rice,Peaty,27.16,75.68,49.88,45.78,15.98
Bihar,Maize,Sandy,20.06,66.34,58.17,11.2,21.59
MadhyaPradesh,Wheat,Loamy,28.32,81.36,91.93,56.59,18.37
Karnataka,Cotton,Sandy,39.11,40.11,5.51,21.91,19.9
Rajasthan,Groundnut,Silty,20.31,48.91,90.5,46.85,17.77
UttarPradesh,Rice,Loamy,22.11,71.36,37.14,19.27,18.49
Karnataka,Wheat,Sandy,22.25,74.25,78.82,29.98,20.56
Gujarat,Pulses,Peaty,35.86,56.67,95.29,47.66,22.75
UttarPradesh,Groundnut,Silty,30.39,59.85,99.57,35.43,23.99
AndhraPradesh,Cotton,Loamy,35.21,34.71,71.31,17.67,26.16
Gujarat,Groundnut,Clay,21.84,41.56,13.77,36.46,12.64
Maharashtra,Rice,Sandy,29.84,40.95,88.48,54.7,18.86
Telangana,Sugarcane,Peaty,39.87,71.48,14.22,30.51,19.28
Gujarat,Pulses,Peaty,32.01,48.26,20.84,15.16,20.66
Bihar,Cotton,Loamy,28.74,43.93,70.04,10.38,25.55
TamilNadu,Pulses,Peaty,23.59,69.88,28.86,58.44,10.28
Punjab,Wheat,Loamy,28.18,59.43,93.69,30.38,23.75
AndhraPradesh,Groundnut,Peaty,23.39,74.52,83.18,50.85,17.16
Rajasthan,Cotton,Peaty,37.86,83.51,33.89,20.99,22.55
UttarPradesh,Rice,Loamy,30.87,77.42,27.31,45.95,14.8
Gujarat,Maize,Silty,36.38,45.12,99.74,53.56,22.18
Rajasthan,Wheat,Peaty,39.51,36.43,58.6,55.54,18.61
Gujarat,Wheat,Sandy,39.92,67.48,76.82,51.97,21.26
UttarPradesh,Maize,Clay,24.2,56.57,93.65,46.35,19.36
Karnataka,Rice,Silty,39.04,74.11,65.07,23.07,25.61
Bihar,Wheat,Peaty,32.02,86.79,16.23,28.99,17.43
Rajasthan,Wheat,Sandy,35.85,86.12,10.49,29.48,17.91
Karnataka,Cotton,Silty,31.04,44.9,82.74,17.41,26.1
Haryana,Wheat,Sandy,30.14,73.55,22.44,45.95,14.1
Punjab,Groundnut,Loamy,38.65,30.0,91.54,32.41,26.27
MadhyaPradesh,Rice,Sandy,33.78,47.56,35.55,28.81,19.93
Maharashtra,Cotton,Peaty,26.01,81.28,60.38,57.32,14.38
UttarPradesh,Sugarcane,Silty,35.66,44.19,12.83,42.31,15.52
UttarPradesh,Maize,Silty,20.72,34.77,38.64,38.2,14.44
Maharashtra,Pulses,Sandy,37.94,69.65,71.63,33.3,23.89
TamilNadu,Cotton,Peaty,21.11,74.64,44.52,19.34,18.92
Punjab,Groundnut,Loamy,22.7,83.53,35.47,42.77,13.8
AndhraPradesh,Groundnut,Silty,23.83,41.67,75.42,18.29,23.03
UttarPradesh,Wheat,Peaty,29.01,33.3,18.51,35.74,15.41
Punjab,Cotton,Loamy,32.14,42.94,62.63,27.09,22.49
Maharashtra,Cotton,Peaty,25.08,42.38,69.15,23.74,21.69
Haryana,Cotton,Loamy,39.1,31.32,53.29,56.19,17.82
Gujarat,Pulses,Peaty,37.48,53.47,41.22,43.26,18.71
TamilNadu,Groundnut,Silty,28.43,51.89,58.69,16.2,23.16
AndhraPradesh,Maize,Clay,35.34,81.18,35.91,12.04,23.79
Maharashtra,Maize,Sandy,29.15,84.72,29.24,52.08,13.25
MadhyaPradesh,Rice,Clay,36.79,84.41,56.13,13.31,25.99
Karnataka,Maize,Sandy,38.82,56.28,5.68,11.54,21.91
Haryana,Sugarcane,Sandy,35.33,40.33,59.46,26.01,23.34
Haryana,Maize,Sandy,37.58,76.16,69.99,58.71,18.53
Punjab,Pulses,Silty,23.31,89.23,13.81,14.61,17.45
UttarPradesh,Rice,Clay,24.24,35.3,86.17,56.33,16.62
TamilNadu,Pulses,Sandy,22.29,55.51,85.86,18.12,23.65
Gujarat,Pulses,Peaty,32.68,49.62,16.26,46.36,14.16
Maharashtra,Rice,Silty,24.25,63.27,25.11,37.4,14.31
MadhyaPradesh,Groundnut,Peaty,27.71,63.8,71.43,33.34,20.79
AndhraPradesh,Groundnut,Silty,29.19,65.88,16.86,14.47,19.55
Maharashtra,Groundnut,Silty,29.15,40.9,44.55,11.52,22.9
UttarPradesh,Sugarcane,Clay,32.94,88.11,52.87,16.46,23.88
AndhraPradesh,Wheat,Silty,21.86,36.6,60.86,42.0,16.24
Maharashtra,Pulses,Peaty,33.02,49.06,94.86,48.75,21.64
Karnataka,Rice,Sandy,23.52,30.48,68.31,16.16,22.66
Karnataka,Wheat,Silty,32.07,39.67,34.6,36.67,17.75
Haryana,Pulses,Silty,26.76,69.6,45.72,17.02,21.2
Gujarat,Wheat,Peaty,28.06,61.57,95.13,18.51,26.23
MadhyaPradesh,Maize,Clay,37.81,31.75,74.35,58.79,19.02
Karnataka,Groundnut,Sandy,28.11,88.79,21.56,20.98,18.39
AndhraPradesh,Rice,Peaty,25.33,52.04,93.41,17.21,25.5
Gujarat,Maize,Peaty,20.07,34.74,17.58,49.4,9.9
Rajasthan,Groundnut,Loamy,26.93,65.01,79.54,13.45,25.34
Rajasthan,Pulses,Clay,32.04,68.77,52.05,10.36,24.75
Bihar,Maize,Silty,21.23,61.84,92.94,19.28,23.81
Punjab,Rice,Peaty,21.7,33.89,81.6,13.6,23.95
UttarPradesh,Maize,Peaty,24.82,32.51,83.21,13.27,25.11
Maharashtra,Sugarcane,Clay,21.4,78.78,92.02,59.55,15.71
Telangana,Sugarcane,Sandy,38.08,89.19,84.66,18.18,28.25
Rajasthan,Maize,Clay,21.49,47.57,76.47,20.72,21.95
MadhyaPradesh,Rice,Silty,24.74,75.69,90.83,56.82,17.14
TamilNadu,Cotton,Silty,20.85,35.38,8.25,43.48,10.38
Maharashtra,Sugarcane,Sandy,28.66,62.35,86.48,32.9,22.67
Karnataka,Wheat,Peaty,37.1,79.17,47.91,16.92,24.54
Maharashtra,Maize,Silty,25.4,58.47,47.32,45.86,15.18
Rajasthan,Maize,Clay,33.6,71.33,76.89,40.64,21.64
Maharashtra,Groundnut,Sandy,31.07,30.42,78.51,41.23,20.93
Punjab,Pulses,Sandy,39.91,87.85,11.46,56.63,13.79
AndhraPradesh,Maize,Clay,36.08,49.4,53.86,11.04,26.0
Telangana,Maize,Silty,28.53,46.67,22.24,44.43,13.9
Gujarat,Maize,Loamy,21.55,51.97,27.48,50.24,11.17
TamilNadu,Rice,Peaty,34.21,83.87,58.26,36.06,20.88
Telangana,Pulses,Clay,27.55,76.73,74.23,40.11,19.67
Gujarat,Rice,Sandy,35.44,86.71,55.09,58.3,16.48
AndhraPradesh,Pulses,Sandy,38.41,42.21,82.47,13.42,29.09
Rajasthan,Pulses,Peaty,27.79,51.64,67.86,41.57,18.81
AndhraPradesh,Pulses,Silty,34.37,31.5,18.72,24.92,19.2
UttarPradesh,Groundnut,Silty,25.33,83.19,46.87,13.57,21.57
Bihar,Sugarcane,Clay,20.53,67.84,47.4,38.12,15.28
Punjab,Rice,Sandy,28.53,39.29,45.16,13.27,22.42
Karnataka,Wheat,Silty,32.89,69.06,84.82,10.23,28.3
TamilNadu,Groundnut,Peaty,20.84,48.01,47.47,14.51,20.1
Bihar,Sugarcane,Loamy,26.99,67.0,9.25,40.52,12.92
Karnataka,Sugarcane,Peaty,30.7,46.28,38.01,40.25,16.96
Bihar,Pulses,Silty,33.13,57.13,61.64,29.55,22.19
AndhraPradesh,Cotton,Loamy,39.84,89.64,18.12,52.77,15.21
Haryana,Rice,Silty,24.7,35.73,34.41,23.71,18.11
Telangana,Sugarcane,Peaty,26.1,62.96,51.41,31.65,18.64
AndhraPradesh,Wheat,Peaty,37.39,54.01,19.05,54.54,14.21
AndhraPradesh,Cotton,Clay,36.13,81.07,19.45,21.94,20.4
Punjab,Maize,Sandy,25.33,82.2,28.9,33.16,15.86
Bihar,Rice,Loamy,23.87,30.12,80.81,39.49,19.34
UttarPradesh,Pulses,Silty,35.36,59.23,73.24,27.32,24.47
MadhyaPradesh,Maize,Loamy,21.63,72.17,65.89,50.67,14.94
Haryana,Pulses,Peaty,22.05,87.03,55.98,34.42,17.33
Rajasthan,Groundnut,Clay,38.84,61.13,8.37,51.32,14.23
Bihar,Rice,Silty,25.1,42.84,45.82,46.55,14.8
AndhraPradesh,Wheat,Loamy,38.86,66.22,70.67,23.08,26.11
Maharashtra,Sugarcane,Loamy,22.87,32.81,17.7,17.77,17.08
Rajasthan,Cotton,Clay,37.39,72.58,23.22,41.59,17.22
Karnataka,Groundnut,Peaty,28.06,40.66,80.85,40.31,20.44
TamilNadu,Rice,Silty,37.11,35.01,6.64,42.28,15.34
Punjab,Rice,Sandy,25.61,42.67,61.97,59.34,14.01
Telangana,Maize,Peaty,37.17,38.66,63.07,48.35,19.79
UttarPradesh,Maize,Clay,31.4,45.35,99.89,32.57,24.89
Punjab,Cotton,Sandy,22.13,83.08,59.8,45.4,15.54
UttarPradesh,Wheat,Clay,34.68,87.99,42.85,53.26,16.04
AndhraPradesh,Rice,Loamy,29.2,47.13,89.66,47.2,20.29
Telangana,Rice,Silty,24.98,77.38,87.72,45.67,19.13
Maharashtra,Maize,Peaty,20.21,51.81,34.11,45.05,12.46
Bihar,Groundnut,Peaty,30.99,81.94,7.05,39.32,14.14
TamilNadu,Maize,Sandy,32.49,63.8,94.13,24.46,26.27
Rajasthan,Sugarcane,Loamy,32.81,33.03,76.0,31.51,23.14
UttarPradesh,Groundnut,Sandy,32.89,76.44,7.9,59.55,10.75
Maharashtra,Sugarcane,Silty,20.97,64.75,74.39,29.66,19.8
Punjab,Pulses,Sandy,22.19,76.21,10.41,20.43,15.61
Maharashtra,Cotton,Clay,37.34,83.35,56.27,47.33,19.36
Gujarat,Cotton,Peaty,20.15,47.5,94.98,46.5,18.24
TamilNadu,Groundnut,Sandy,30.81,48.29,73.95,19.37,24.76
UttarPradesh,Cotton,Peaty,20.97,55.13,17.22,31.28,13.76
Telangana,Wheat,Silty,39.52,44.78,97.64,56.42,22.34
Rajasthan,Rice,Clay,31.36,84.18,63.41,58.22,16.11
TamilNadu,Cotton,Loamy,30.63,75.17,83.59,30.05,23.54
UttarPradesh,Rice,Clay,32.23,72.95,76.28,11.8,26.94
Maharashtra,Cotton,Silty,30.73,60.51,30.3,14.71,21.31
Telangana,Wheat,Clay,23.14,59.98,47.35,20.73,19.53
Gujarat,Cotton,Peaty,35.01,51.58,30.05,24.59,20.59
Telangana,Pulses,Loamy,31.52,88.2,42.61,42.34,17.25
AndhraPradesh,Pulses,Clay,31.18,61.49,96.87,33.02,24.44
Haryana,Rice,Clay,39.76,72.85,74.25,22.63,26.83
Telangana,Sugarcane,Sandy,32.42,41.73,55.23,41.01,19.05
AndhraPradesh,Sugarcane,Peaty,33.01,85.16,70.25,45.96,19.74
Maharashtra,Groundnut,Peaty,37.41,81.04,68.14,47.67,20.5
AndhraPradesh,Sugarcane,Clay,22.0,38.56,66.95,25.72,20.15
Rajasthan,Rice,Loamy,24.79,32.68,11.3,50.28,10.51
Gujarat,Wheat,Silty,35.06,68.54,75.54,54.24,19.22
Telangana,Sugarcane,Peaty,24.96,69.44,45.36,44.44,15.14
TamilNadu,Pulses,Clay,35.47,41.78,64.65,34.05,22.3
Gujarat,Wheat,Clay,25.89,70.89,48.2,21.47,20.29
TamilNadu,Sugarcane,Loamy,28.3,56.09,96.01,10.53,27.98
TamilNadu,Rice,Silty,29.84,50.3,17.83,20.87,18.56
Telangana,Sugarcane,Loamy,28.82,66.34,24.03,49.54,13.14
Rajasthan,Wheat,Silty,39.86,83.29,63.56,45.0,21.31
AndhraPradesh,Rice,Clay,26.66,68.41,80.94,57.76,16.54
Telangana,Maize,Sandy,30.63,80.94,37.24,58.66,13.18
Bihar,Maize,Sandy,32.25,52.87,28.55,36.71,17.19
Bihar,Pulses,Clay,29.91,41.02,83.3,30.68,23.17
Bihar,Groundnut,Silty,30.02,65.13,98.84,53.65,20.16
UttarPradesh,Maize,Clay,33.87,33.68,40.07,13.57,23.45
Telangana,Groundnut,Peaty,20.14,52.58,38.78,20.24,17.87
TamilNadu,Cotton,Peaty,39.67,48.29,18.14,12.59,23.2
TamilNadu,Cotton,Sandy,36.33,49.44,41.02,50.19,16.96
Bihar,Cotton,Peaty,28.32,66.46,18.81,42.35,13.91
Bihar,Groundnut,Sandy,39.3,58.2,75.04,19.41,27.41
TamilNadu,Wheat,Clay,21.8,48.07,43.88,52.61,12.41
Karnataka,Sugarcane,Peaty,37.74,60.58,55.09,42.73,20.29
Punjab,Rice,Loamy,24.48,87.92,18.46,35.39,14.11
Bihar,Groundnut,Peaty,20.67,56.15,55.12,31.99,17.32
AndhraPradesh,Groundnut,Clay,39.01,30.07,31.64,19.39,22.99
Haryana,Wheat,Peaty,33.64,34.83,90.64,47.84,21.59
TamilNadu,Maize,Clay,34.67,65.04,6.68,39.47,15.18
UttarPradesh,Maize,Loamy,34.58,79.68,8.56,46.64,13.9
Karnataka,Groundnut,Clay,25.02,35.96,43.91,26.23,18.65
Bihar,Wheat,Clay,20.21,83.27,92.15,14.89,24.3
Haryana,Cotton,Sandy,24.64,33.32,6.74,26.8,14.71
UttarPradesh,Groundnut,Clay,20.61,46.34,40.39,44.42,13.34
AndhraPradesh,Rice,Clay,25.19,34.96,75.02,56.21,15.82
UttarPradesh,Sugarcane,Loamy,32.14,76.0,58.93,36.96,20.14
TamilNadu,Wheat,Sandy,29.82,44.32,37.21,51.98,14.27
Rajasthan,Groundnut,Peaty,35.45,30.35,33.88,27.28,20.57
Gujarat,Pulses,Silty,31.27,52.49,7.93,29.53,16.27
Gujarat,Wheat,Silty,29.35,63.04,60.87,34.29,20.03
TamilNadu,Rice,Sandy,35.97,53.5,19.41,42.81,16.17
Karnataka,Maize,Clay,22.23,80.97,51.99,43.6,15.15
Bihar,Sugarcane,Sandy,21.29,32.85,32.92,48.83,11.91
MadhyaPradesh,Maize,Sandy,25.19,49.48,19.04,58.61,9.74
MadhyaPradesh,Maize,Loamy,35.39,48.93,58.0,51.69,18.08
Telangana,Wheat,Clay,37.06,82.75,33.17,33.76,19.68
AndhraPradesh,Sugarcane,Silty,36.03,58.75,85.56,22.76,26.81
AndhraPradesh,Sugarcane,Loamy,23.09,68.14,37.04,15.06,19.62
AndhraPradesh,Wheat,Clay,39.74,82.17,57.05,59.18,17.79
Rajasthan,Cotton,Loamy,33.4,50.3,30.84,43.23,16.46
Gujarat,Sugarcane,Clay,30.72,31.51,8.08,17.5,18.52
MadhyaPradesh,Groundnut,Silty,31.35,31.75,77.25,21.72,24.79
Rajasthan,Pulses,Peaty,30.74,86.87,82.67,47.88,19.91
AndhraPradesh,Groundnut,Peaty,21.44,50.2,50.15,53.3,12.79
Rajasthan,Cotton,Clay,23.21,68.83,14.87,17.29,16.99
Rajasthan,Maize,Loamy,35.3,52.62,35.73,33.94,19.38
TamilNadu,Maize,Loamy,27.02,41.23,7.52,45.75,11.71
UttarPradesh,Cotton,Peaty,30.48,53.78,27.64,49.68,13.97
TamilNadu,Groundnut,Silty,23.35,51.05,55.03,59.33,12.64
AndhraPradesh,Maize,Sandy,25.98,36.7,53.85,42.14,16.75
Punjab,Wheat,Peaty,29.19,32.28,85.01,48.03,19.65
UttarPradesh,Cotton,Peaty,25.28,62.08,37.64,48.87,13.57
AndhraPradesh,Groundnut,Loamy,33.01,87.27,94.0,34.69,24.36
Haryana,Rice,Peaty,30.44,41.97,65.03,26.51,22.33
MadhyaPradesh,Wheat,Sandy,38.53,41.77,53.4,48.05,19.29
Telangana,Pulses,Clay,26.36,47.89,24.1,59.83,10.35
AndhraPradesh,Rice,Silty,38.24,53.81,5.13,48.24,14.34
UttarPradesh,Pulses,Clay,22.51,45.14,15.13,30.73,14.12
Rajasthan,Sugarcane,Clay,27.91,36.84,10.16,59.18,9.55
UttarPradesh,Pulses,Sandy,38.43,88.12,19.54,42.95,16.89
Karnataka,Groundnut,Sandy,38.97,34.57,96.32,28.0,27.72
Rajasthan,Wheat,Loamy,38.0,42.86,69.85,26.69,25.05
TamilNadu,Groundnut,Peaty,36.82,58.23,92.62,39.99,24.31
Telangana,Rice,Silty,23.1,30.9,55.19,40.14,16.42
MadhyaPradesh,Pulses,Silty,37.89,76.21,90.28,54.45,21.5
Punjab,Pulses,Sandy,22.0,47.23,14.06,43.13,11.38
MadhyaPradesh,Pulses,Clay,23.0,79.55,99.59,42.21,20.42
TamilNadu,Sugarcane,Sandy,28.94,76.89,25.98,24.42,18.4
Karnataka,Groundnut,Peaty,22.5,30.9,24.08,42.39,12.68
Telangana,Sugarcane,Clay,30.12,41.75,23.23,42.97,14.77
Bihar,Rice,Clay,26.65,44.41,7.99,20.94,16.61
Maharashtra,Maize,Sandy,35.25,81.2,81.68,47.99,21.15
Bihar,Groundnut,Peaty,29.88,71.26,22.01,43.21,14.52
Maharashtra,Wheat,Silty,28.62,61.04,21.95,15.41,19.7
AndhraPradesh,Sugarcane,Silty,34.53,81.89,50.88,34.58,20.53
UttarPradesh,Wheat,Clay,30.82,43.35,85.07,50.73,19.61
Maharashtra,Cotton,Peaty,31.44,75.75,48.01,29.21,20.39
Gujarat,Maize,Clay,31.67,73.1,30.36,50.27,14.48
UttarPradesh,Sugarcane,Sandy,35.76,70.58,50.72,24.29,22.94
Bihar,Wheat,Loamy,29.86,52.39,85.96,58.52,17.85
